drugbank_id,drug_name,disease_name,txgnn_score
DB09061,Cannabidiol,autosomal dominant mitochondrial myopathy with exercise intolerance,0.9188069105148315
DB09061,Cannabidiol,infancy electroclinical syndrome,0.9184779524803162
DB09061,Cannabidiol,DK1-CDG,0.9165457487106323
DB09061,Cannabidiol,X-linked dominant intellectual disability-epilepsy syndrome,0.9152207970619202
DB09061,Cannabidiol,microtriplication 11q24.1,0.9141775965690613
DB09061,Cannabidiol,CCDC115-CDG,0.9134267568588257
DB09061,Cannabidiol,colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome,0.9130644798278809
DB09061,Cannabidiol,microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,0.9120168685913086
DB09061,Cannabidiol,defect in V-ATPase,0.9119348526000977
DB09061,Cannabidiol,neonatal epileptic encephalopathy,0.9114266633987427
DB09061,Cannabidiol,COG2-CDG,0.9112536907196045
DB09061,Cannabidiol,neonatal/infantile epilepsy syndrome,0.9107848405838013
DB09061,Cannabidiol,West syndrome,0.9102360606193542
DB09061,Cannabidiol,Jawad syndrome,0.9091808199882507
DB09061,Cannabidiol,febrile infection-related epilepsy syndrome,0.9085359573364258
DB09061,Cannabidiol,telecanthus-hypertelorism-strabismus-pes cavus syndrome,0.9084910750389099
DB09061,Cannabidiol,muscular hypertrophy-hepatomegaly-polyhydramnios syndrome,0.9080393314361572
DB09061,Cannabidiol,macrocephaly-short stature-paraplegia syndrome,0.9080350995063782
DB09061,Cannabidiol,microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,0.9077959060668945
DB09061,Cannabidiol,pancreatic agenesis-holoprosencephaly syndrome,0.9077039957046509
DB09061,Cannabidiol,"blepharophimosis - intellectual disability syndrome, MKB type",0.9071667194366455
DB09061,Cannabidiol,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,0.9069231152534485
DB09061,Cannabidiol,X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome,0.9067791700363159
DB09061,Cannabidiol,benign occipital epilepsy,0.9057992696762085
DB09061,Cannabidiol,malignant migrating partial seizures of infancy,0.9053241014480591
DB09061,Cannabidiol,craniofaciofrontodigital syndrome,0.9050992131233215
DB09061,Cannabidiol,arachnodactyly-abnormal ossification-intellectual disability syndrome,0.9041308164596558
DB09061,Cannabidiol,faciocardiorenal syndrome,0.9038424491882324
DB09061,Cannabidiol,Crane-Heise syndrome,0.9031144380569458
DB09061,Cannabidiol,XYLT1-CDG,0.9026857614517212
DB09061,Cannabidiol,perioral myoclonia with absences,0.9000387787818909
DB09061,Cannabidiol,Lennox-Gastaut syndrome,0.8992407917976379
DB00334,Olanzapine,manic bipolar affective disorder,0.9992541670799255
DB00334,Olanzapine,anxiety disorder,0.9975343942642212
DB00334,Olanzapine,bipolar disorder,0.9955020546913147
DB00334,Olanzapine,benign paroxysmal torticollis of infancy,0.9953985810279846
DB00334,Olanzapine,agoraphobia,0.9947475790977478
DB00334,Olanzapine,major affective disorder,0.9940890073776245
DB00334,Olanzapine,schizophrenia,0.9938263297080994
DB00334,Olanzapine,endogenous depression,0.9928444027900696
DB00334,Olanzapine,dysthymic disorder,0.9927613735198975
DB00334,Olanzapine,major depressive disorder,0.9906206130981445
DB00334,Olanzapine,distal 17p13.3 microdeletion syndrome,0.9897266030311584
DB00334,Olanzapine,neurotic disorder,0.9892820119857788
DB00334,Olanzapine,neurotic depression,0.9877340793609619
DB00334,Olanzapine,melancholia,0.9877174496650696
DB00334,Olanzapine,retinal dystrophy with or without extraocular anomalies,0.9874442219734192
DB00334,Olanzapine,Ohdo syndrome and variants,0.9862743020057678
DB00334,Olanzapine,childhood apraxia of speech,0.9862685799598694
DB00334,Olanzapine,unipolar depression,0.9861522912979126
DB00334,Olanzapine,congenital disorder of glycosylation with defective fucosylation,0.9854831695556641
DB00334,Olanzapine,hydranencephaly (disease),0.9852551221847534
DB00334,Olanzapine,phobic disorder,0.9846228957176208
DB00334,Olanzapine,syndromic myopia,0.9841587543487549
DB00334,Olanzapine,Malan overgrowth syndrome,0.9840662479400635
DB00334,Olanzapine,myopia X-linked,0.9836466908454895
DB00334,Olanzapine,Keppen-Lubinsky syndrome,0.9835489988327026
DB00334,Olanzapine,"polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis",0.9833744764328003
DB00334,Olanzapine,"Charcot-Marie-Tooth disease, demyelinating, type 1G",0.9830958247184753
DB00334,Olanzapine,"blepharophimosis - intellectual disability syndrome, Ohdo type",0.981966495513916
DB00334,Olanzapine,"myopia 26, X-linked, female-limited",0.981045126914978
DB00334,Olanzapine,hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,0.9786777496337891
DB00334,Olanzapine,atypical glycine encephalopathy,0.9786664247512817
DB00334,Olanzapine,"surfactant metabolism dysfunction, pulmonary",0.9772021174430847
DB00334,Olanzapine,congenital isolated adrenocorticotropic hormone deficiency (disease),0.9766407012939453
DB00334,Olanzapine,autosomal dominant slowed nerve conduction velocity,0.9735459089279175
DB00334,Olanzapine,ligneous conjunctivitis,0.9713468551635742
DB00334,Olanzapine,trichotillomania,0.9703970551490784
DB00334,Olanzapine,vitamin B12-responsive methylmalonic acidemia,0.9687073230743408
DB00334,Olanzapine,"gaze palsy, familial horizontal, with progressive scoliosis",0.9657901525497437
DB00334,Olanzapine,autism spectrum disorder,0.9655681848526001
DB00334,Olanzapine,Phelan-McDermid syndrome,0.9631589651107788
DB00334,Olanzapine,chromosome 15q26-qter deletion syndrome,0.962786853313446
DB00334,Olanzapine,mixed anxiety and depressive disorder,0.9620372653007507
DB00334,Olanzapine,"asperger syndrome, susceptibility to",0.9607927799224854
DB00334,Olanzapine,autism susceptibility 1,0.953383207321167
DB00334,Olanzapine,chromosome 2P16.3 deletion syndrome,0.9467341303825378
DB00334,Olanzapine,Tourette syndrome,0.944432258605957
DB00334,Olanzapine,Pitt-Hopkins-like syndrome 2,0.9341133832931519
DB00334,Olanzapine,amelocerebrohypohidrotic syndrome,0.9289669990539551
DB00334,Olanzapine,familial hypertryptophanemia,0.9285722970962524
DB00334,Olanzapine,obsessive-compulsive disorder,0.9253305196762085
DB11936,Bempedoic acid,hyperthyroidism,0.9961268305778503
DB11936,Bempedoic acid,resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,0.9958421587944031
DB11936,Bempedoic acid,infectious bovine rhinotracheitis,0.9958345890045166
DB11936,Bempedoic acid,malignant catarrh,0.9958345890045166
DB11936,Bempedoic acid,cytomegalovirus infection,0.9952839016914368
DB11936,Bempedoic acid,homozygous familial hypercholesterolemia,0.9947939515113831
DB11936,Bempedoic acid,hyperthyroxinemia,0.9933708906173706
DB11936,Bempedoic acid,drug-induced osteoporosis,0.9920795559883118
DB11936,Bempedoic acid,multiple endocrine neoplasia,0.9917510151863098
DB11936,Bempedoic acid,pregnancy associated osteoporosis,0.991682767868042
DB11936,Bempedoic acid,postmenopausal osteoporosis,0.9912458062171936
DB11936,Bempedoic acid,acne (disease),0.9897706508636475
DB11936,Bempedoic acid,autosomal dominant neovascular inflammatory vitreoretinopathy,0.9894756078720093
DB11936,Bempedoic acid,Worth syndrome,0.988824188709259
DB11936,Bempedoic acid,Graves disease,0.9870109558105469
DB11936,Bempedoic acid,hypoalphalipoproteinemia,0.9869801998138428
DB11936,Bempedoic acid,succinyl-CoA:3-ketoacid CoA transferase deficiency,0.9869094491004944
DB11936,Bempedoic acid,cholestasis,0.9866472482681274
DB11936,Bempedoic acid,non-syndromic visceral malformation,0.9862749576568604
DB11936,Bempedoic acid,biliary atresia intrahepatic,0.9855459332466125
DB11936,Bempedoic acid,benign recurrent intrahepatic cholestasis,0.9845356345176697
DB11936,Bempedoic acid,colonic neoplasm,0.9837771654129028
DB11936,Bempedoic acid,Mirizzi syndrome,0.9828595519065857
DB11936,Bempedoic acid,severe nonproliferative diabetic retinopathy,0.9821681976318359
DB11936,Bempedoic acid,amenorrhea (disease),0.9819757342338562
DB11936,Bempedoic acid,Prinzmetal angina,0.981500506401062
DB11936,Bempedoic acid,roseolovirus infectious disease,0.9813692569732666
DB11936,Bempedoic acid,HIV infectious disease,0.9807572364807129
DB11936,Bempedoic acid,neonatal thyrotoxicosis,0.9802079796791077
DB11936,Bempedoic acid,cavernous hemangioma of colon,0.9794552326202393
DB11936,Bempedoic acid,rectosigmoid junction neoplasm,0.9791085124015808
DB11936,Bempedoic acid,colonic lymphangioma,0.9790163040161133
DB11936,Bempedoic acid,lipoma of colon,0.978980302810669
DB11936,Bempedoic acid,blindness (disorder),0.9787561893463135
DB11936,Bempedoic acid,colon leiomyoma,0.9785889983177185
DB11936,Bempedoic acid,cecum neuroendocrine tumor G1,0.9782423377037048
DB11936,Bempedoic acid,cecum villous adenoma,0.9782020449638367
DB11936,Bempedoic acid,cecal disease,0.9781824350357056
DB11936,Bempedoic acid,familial intrahepatic cholestasis,0.978053092956543
DB11936,Bempedoic acid,benign neoplasm of cecum,0.9778368473052979
DB11936,Bempedoic acid,"mitochondrial DNA depletion syndrome, hepatocerebral form",0.9774468541145325
DB11936,Bempedoic acid,microvillus inclusion disease,0.9770554304122925
DB11936,Bempedoic acid,drug-induced liver injury,0.9766164422035217
DB11936,Bempedoic acid,squamous cell carcinoma of colon,0.9762479662895203
DB11936,Bempedoic acid,bladder urothelial papilloma,0.9761596918106079
DB11936,Bempedoic acid,bladder squamous papilloma,0.976003885269165
DB11936,Bempedoic acid,nevus of Ito,0.9758115410804749
DB11936,Bempedoic acid,feline acquired immunodeficiency syndrome,0.9756355285644531
DB11936,Bempedoic acid,simian immunodeficiency virus infection,0.9756355285644531
DB11936,Bempedoic acid,diabetic retinopathy,0.9751410484313965
DB00973,Ezetimibe,homozygous familial hypercholesterolemia,0.9985747337341309
DB00973,Ezetimibe,obsolete familial combined hyperlipidemia,0.9968288540840149
DB00973,Ezetimibe,hyperlipoproteinemia,0.9962559938430786
DB00973,Ezetimibe,familial hypercholesterolemia,0.9937852621078491
DB00973,Ezetimibe,hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,0.9924545288085938
DB00973,Ezetimibe,cholesterol-ester transfer protein deficiency,0.9908512234687805
DB00973,Ezetimibe,"hyperlipidemia, familial combined, LPL related",0.9882898330688477
DB00973,Ezetimibe,HIV infectious disease,0.9880157113075256
DB00973,Ezetimibe,"hypercholesterolemia, autosomal dominant",0.9875586032867432
DB00973,Ezetimibe,"neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter",0.9868972897529602
DB00973,Ezetimibe,hyperlipidemia due to hepatic triglyceride lipase deficiency,0.9856767654418945
DB00973,Ezetimibe,familial hyperlipidemia,0.9844343066215515
DB00973,Ezetimibe,feline acquired immunodeficiency syndrome,0.9810900092124939
DB00973,Ezetimibe,simian immunodeficiency virus infection,0.9810900092124939
DB00973,Ezetimibe,hyperlipidemia,0.9734451174736023
DB00973,Ezetimibe,hyperalphalipoproteinemia,0.9717367887496948
DB00973,Ezetimibe,sitosterolemia,0.967663049697876
DB00973,Ezetimibe,familial chylomicronemia syndrome,0.9550779461860657
DB00973,Ezetimibe,"hypertriglyceridemia, familial",0.9493917226791382
DB00973,Ezetimibe,hypolipoproteinemia (disease),0.9396347403526306
DB00973,Ezetimibe,fibroma of prostate,0.9198803901672363
DB00973,Ezetimibe,benign reproductive system neoplasm,0.9046356678009033
DB00973,Ezetimibe,benign prostate phyllodes tumor,0.895433783531189
DB00973,Ezetimibe,Brenner tumor,0.8939279913902283
DB00973,Ezetimibe,primary hyperoxaluria,0.884922981262207
DB00973,Ezetimibe,prostate cancer/brain cancer susceptibility,0.8773467540740967
DB00973,Ezetimibe,male reproductive organ cancer,0.8695534467697144
DB00973,Ezetimibe,hypoalphalipoproteinemia,0.8660613894462585
DB00973,Ezetimibe,major hypertriglyceridemia,0.8409067988395691
DB00973,Ezetimibe,prostate leiomyoma,0.8392832279205322
DB00973,Ezetimibe,familial hypobetalipoproteinemia,0.8288349509239197
DB00973,Ezetimibe,arteriosclerosis disorder,0.8096095323562622
DB00973,Ezetimibe,familial apolipoprotein C-II deficiency,0.8001258969306946
DB00973,Ezetimibe,generalized atherosclerosis,0.7637774348258972
DB00973,Ezetimibe,cerebral atherosclerosis,0.7637774348258972
DB00973,Ezetimibe,idiopathic copper-associated cirrhosis,0.7283484935760498
DB00973,Ezetimibe,hepatoportal sclerosis,0.7283484935760498
DB00973,Ezetimibe,primitive portal vein thrombosis,0.7283484935760498
DB00973,Ezetimibe,early-onset familial noncirrhotic portal hypertension,0.7283484935760498
DB00973,Ezetimibe,hepatopulmonary syndrome,0.7283484935760498
DB00973,Ezetimibe,"lipase deficiency, combined",0.7178702354431152
DB00973,Ezetimibe,dense granule disease,0.7117508053779602
DB00973,Ezetimibe,transient neonatal thrombocytopenia,0.7090692520141602
DB00973,Ezetimibe,glaucoma,0.7070236206054688
DB00973,Ezetimibe,marcothrombocytopenia with mitral valve insufficiency,0.7003733515739441
DB00973,Ezetimibe,hereditary thrombocytopenia with normal platelets,0.6960922479629517
DB00973,Ezetimibe,coronary atherosclerosis,0.6607146859169006
DB00973,Ezetimibe,prostate neoplasm,0.6474469900131226
DB00973,Ezetimibe,nail-patella syndrome,0.6459843516349792
DB00973,Ezetimibe,hepatic porphyria,0.6392636895179749
DB11363,Alectinib,"fibromatosis, gingival",0.9996509552001953
DB11363,Alectinib,fibroma of lung,0.9995954632759094
DB11363,Alectinib,hamartoma of lung,0.9995720982551575
DB11363,Alectinib,lung hilum carcinoma,0.9995520710945129
DB11363,Alectinib,lung benign neoplasm,0.9995498061180115
DB11363,Alectinib,pulmonary sulcus neoplasm,0.99954754114151
DB11363,Alectinib,lung germ cell tumor,0.99954754114151
DB11363,Alectinib,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,0.9995253086090088
DB11363,Alectinib,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia,0.9995239973068237
DB11363,Alectinib,junctional epidermolysis bullosa,0.999510645866394
DB11363,Alectinib,lung cancer,0.9993765950202942
DB11363,Alectinib,ovarioleukodystrophy,0.9993367791175842
DB11363,Alectinib,"junctional epidermolysis bullosa, non-Herlitz type",0.9993355870246887
DB11363,Alectinib,dehydratase deficiency,0.9992191791534424
DB11363,Alectinib,Ewing sarcoma,0.9984549283981323
DB11363,Alectinib,orbit sarcoma,0.9900636076927185
DB11363,Alectinib,synovial chondromatosis,0.9900636076927185
DB11363,Alectinib,giant cell tumor of soft tissue,0.9892992973327637
DB11363,Alectinib,"sarcoma, avian",0.9885942935943604
DB11363,Alectinib,amyotrohpic lateral sclerosis type 22,0.9837967753410339
DB11363,Alectinib,"amyotrophic lateral sclerosis, susceptibility to",0.980005145072937
DB11363,Alectinib,axial spondylometaphyseal dysplasia,0.9793722033500671
DB11363,Alectinib,amyotrophic lateral sclerosis,0.9785999655723572
DB11363,Alectinib,bone sarcoma,0.9742643237113953
DB11363,Alectinib,trichomegaly-retina pigmentary degeneration-dwarfism syndrome,0.9742092490196228
DB11363,Alectinib,Mills syndrome,0.9741447567939758
DB11363,Alectinib,bilateral parasagittal parieto-occipital polymicrogyria,0.9720283150672913
DB11363,Alectinib,vertebral anomalies and variable endocrine and T-cell dysfunction,0.9705158472061157
DB11363,Alectinib,ganglioneuroblastoma (disease),0.9696832895278931
DB11363,Alectinib,monomelic amyotrophy,0.9673110842704773
DB11363,Alectinib,epidermolysis bullosa with congenital localized absence of skin and deformity of nails,0.9666622281074524
DB11363,Alectinib,uterine corpus sarcoma,0.9662700891494751
DB11363,Alectinib,lower motor neuron syndrome with late-adult onset,0.9650980234146118
DB11363,Alectinib,lethal arthrogryposis-anterior horn cell disease syndrome,0.9635537266731262
DB11363,Alectinib,autosomal dominant mitochondrial myopathy with exercise intolerance,0.9630423188209534
DB11363,Alectinib,lung adenocarcinoma,0.961148738861084
DB11363,Alectinib,retroperitoneal neoplasm,0.9609954357147217
DB11363,Alectinib,sarcoma of cervix uteri,0.9538431763648987
DB11363,Alectinib,centripetalis recessive dystrophic epidermolysis bullosa,0.9442842602729797
DB11363,Alectinib,neuroblastoma,0.9395714998245239
DB11363,Alectinib,salivary gland type cancer of the breast,0.9332672357559204
DB11363,Alectinib,poliomyelitis,0.9279294013977051
DB11363,Alectinib,breast papillomatosis,0.9257853627204895
DB11363,Alectinib,myeloid leukemia,0.9214928150177002
DB11363,Alectinib,breast lipoma,0.9199374914169312
DB11363,Alectinib,chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation,0.9188992977142334
DB11363,Alectinib,pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,0.9188992977142334
DB11363,Alectinib,giant adenofibroma of the breast,0.9185742139816284
DB11363,Alectinib,benign neoplasm of male breast,0.9185742139816284
DB11363,Alectinib,diabetic mastopathy,0.9185742139816284
DB08875,Cabozantinib,liposarcoma,0.9982682466506958
DB08875,Cabozantinib,clear cell renal carcinoma,0.9980395436286926
DB08875,Cabozantinib,ovarian myxoid liposarcoma,0.9979875087738037
DB08875,Cabozantinib,renal cell carcinoma associated with neuroblastoma,0.9975138902664185
DB08875,Cabozantinib,renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene fusions,0.9975138902664185
DB08875,Cabozantinib,unclassified renal cell carcinoma,0.9975138902664185
DB08875,Cabozantinib,childhood kidney cell carcinoma,0.9967862367630005
DB08875,Cabozantinib,renal carcinoma,0.9966272115707397
DB08875,Cabozantinib,amyotrophic lateral sclerosis,0.9966114163398743
DB08875,Cabozantinib,bilateral parasagittal parieto-occipital polymicrogyria,0.996250569820404
DB08875,Cabozantinib,renal cell carcinoma (disease),0.9962454438209534
DB08875,Cabozantinib,angiolipoma,0.9961928129196167
DB08875,Cabozantinib,"amyotrophic lateral sclerosis, susceptibility to",0.9961032867431641
DB08875,Cabozantinib,amyotrohpic lateral sclerosis type 22,0.9960571527481079
DB08875,Cabozantinib,Mills syndrome,0.99601811170578
DB08875,Cabozantinib,axial spondylometaphyseal dysplasia,0.9960103034973145
DB08875,Cabozantinib,familial spontaneous pneumothorax,0.9957898259162903
DB08875,Cabozantinib,endocrine-cerebro-osteodysplasia syndrome,0.9954767823219299
DB08875,Cabozantinib,collecting duct carcinoma,0.9954497218132019
DB08875,Cabozantinib,trichomegaly-retina pigmentary degeneration-dwarfism syndrome,0.9951651096343994
DB08875,Cabozantinib,renal pelvis carcinoma,0.9947556257247925
DB08875,Cabozantinib,vulva sarcoma,0.9946393370628357
DB08875,Cabozantinib,lower motor neuron syndrome with late-adult onset,0.9945688247680664
DB08875,Cabozantinib,monomelic amyotrophy,0.9944816827774048
DB08875,Cabozantinib,nonpapillary renal cell carcinoma,0.9943958520889282
DB08875,Cabozantinib,autosomal dominant mitochondrial myopathy with exercise intolerance,0.9943872690200806
DB08875,Cabozantinib,lethal arthrogryposis-anterior horn cell disease syndrome,0.9939795732498169
DB08875,Cabozantinib,chromophobe renal cell carcinoma,0.9937800765037537
DB08875,Cabozantinib,sarcomatoid renal cell carcinoma,0.9934815168380737
DB08875,Cabozantinib,heart fibrosarcoma,0.9928970336914062
DB08875,Cabozantinib,spindle cell liposarcoma,0.9925416707992554
DB08875,Cabozantinib,fibroblastic neoplasm,0.9923366904258728
DB08875,Cabozantinib,kidney fibrosarcoma,0.9922337532043457
DB08875,Cabozantinib,conventional fibrosarcoma,0.9918110370635986
DB08875,Cabozantinib,familial rhabdoid tumor,0.9917152523994446
DB08875,Cabozantinib,low grade fibromyxoid sarcoma,0.9915207028388977
DB08875,Cabozantinib,acquired cystic disease-associated renal cell carcinoma,0.9913608431816101
DB08875,Cabozantinib,cystic renal cell carcinoma,0.9913608431816101
DB08875,Cabozantinib,kidney medullary carcinoma,0.9913608431816101
DB08875,Cabozantinib,multilocular clear cell renal cell carcinoma,0.9906116127967834
DB08875,Cabozantinib,dermatofibrosarcoma protuberans,0.990019679069519
DB08875,Cabozantinib,renal pelvis adenocarcinoma,0.9893934726715088
DB08875,Cabozantinib,paroxysmal dyskinesia,0.989074170589447
DB08875,Cabozantinib,glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,0.9889074563980103
DB08875,Cabozantinib,bone fibrosarcoma,0.9887886643409729
DB08875,Cabozantinib,X-linked hydrocephalus with stenosis of the aqueduct of Sylvius,0.9887871146202087
DB08875,Cabozantinib,uterine corpus perivascular epithelioid cell tumor,0.9886915683746338
DB08875,Cabozantinib,benign PEComa,0.9886787533760071
DB08875,Cabozantinib,lymphangiomyoma,0.9883608818054199
DB08875,Cabozantinib,X-linked complicated corpus callosum dysgenesis,0.9883518815040588
DB11569,Ixekizumab,"spondyloarthropathy, susceptibility to",0.9841395616531372
DB11569,Ixekizumab,ankylosing spondylitis,0.9756382703781128
DB11569,Ixekizumab,rheumatoid vasculitis,0.9753292798995972
DB11569,Ixekizumab,acute lymphoblastic/lymphocytic leukemia,0.9734649062156677
DB11569,Ixekizumab,chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation,0.9706944823265076
DB11569,Ixekizumab,pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,0.9706944823265076
DB11569,Ixekizumab,hypermobility of coccyx,0.9687477946281433
DB11569,Ixekizumab,inflammatory spondylopathy,0.9676984548568726
DB11569,Ixekizumab,Kummell disease,0.9669809341430664
DB11569,Ixekizumab,polyarticular juvenile rheumatoid arthritis,0.9641661643981934
DB11569,Ixekizumab,vertebral disease,0.9512991309165955
DB11569,Ixekizumab,"fibromatosis, gingival",0.9220597147941589
DB11569,Ixekizumab,rheumatoid nodulosis,0.9192394614219666
DB11569,Ixekizumab,rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,0.9171448945999146
DB11569,Ixekizumab,juvenile idiopathic arthritis,0.9165464639663696
DB11569,Ixekizumab,hamartoma of lung,0.9161576628684998
DB11569,Ixekizumab,Richter syndrome,0.9143778085708618
DB11569,Ixekizumab,lung benign neoplasm,0.9129566550254822
DB11569,Ixekizumab,lung hilum carcinoma,0.9120294451713562
DB11569,Ixekizumab,juvenile chronic polyarthritis,0.911041796207428
DB11569,Ixekizumab,fibroma of lung,0.9092628359794617
DB11569,Ixekizumab,junctional epidermolysis bullosa,0.9085527062416077
DB11569,Ixekizumab,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia,0.9063671827316284
DB11569,Ixekizumab,pulmonary sulcus neoplasm,0.9032529592514038
DB11569,Ixekizumab,lung germ cell tumor,0.9032529592514038
DB11569,Ixekizumab,"junctional epidermolysis bullosa, non-Herlitz type",0.8965622186660767
